id,name,score,skinData,assitData,glyphsData,icon,winCount,rate,realScore
397,萨妮夏芝,1642,3,101001;1,10302;10401;20301;20401;40101;40404,16,0,33,1542
398,丝_背叛,1636,5,101001;1,10101;10301;20102;20201;40102;40301;40402,11,2,46,1536
399,丽特沃尔夫,1654,3,101001;1,10101;10302;10401;20102;40301;40403,2,3,26,1554
400,凯丝布赖斯,1605,1,101001;1,10101;10201;10401;20101;20201;20301;40201;40301;40402,4,0,22,1505
401,布丽汉萨,1605,4,101001;1,10301;20101;20301;40102;40405,7,3,25,1505
402,罗琳珍妮特,1630,2,101001;1,10301;10401;20101;20201;20301;40101;40404,14,3,26,1530
403,菲洛哈里,1658,4,101001;1,10101;10201;10302;10401;20101;40101;40201;40402,2,0,48,1558
404,蒂妮杰里,1613,2,101001;1,10102;10201;10301;20101;20201;20401;40101;40301;40401,5,1,37,1513
405,洛蒂查尔斯,1641,4,101001;1,10102;10401;20102;20201;20301;40201;40402,18,1,46,1541
406,安妮罗宾斯,1673,2,101001;1,10102;10201;20301;40101;40201;40404,15,3,28,1573
407,坎蒂莰蒂丝,1659,3,101001;1,10102;10201;10301;10401;20101;40101;40201;40402,13,0,33,1559
408,切莉乔安娜,1632,5,101001;1,10101;10201;10302;10401;20101;20301;20401;40102,5,0,45,1532
409,K凯特,1601,5,101001;1,10201;10302;10401;20101;20201;20301;40101;40201;40301,10,3,38,1501
410,C--c,1645,4,101001;1,10101;10201;20101;20201;20401;40101;40404,6,2,30,1545
411,凯莉理查兹,1605,3,101001;1,10102;10201;10301;20101;20201;20401;40201;40402,15,2,23,1505
412,L达芙妮,1670,5,101001;1,10201;10302;20201;40102;40201;40301;40402,1,2,29,1570
413,克莱z,1666,3,101001;1,10102;10302;20101;20201;20301;20401;40101;40201,1,3,41,1566
414,柏塔劳森,1657,5,101001;1,10102;20401;40102;40405,4,3,32,1557
415,丽斯莎,1601,1,101001;1,10201;10302;10401;20401;40102;40201;40402,1,3,27,1501
416,芬妮凯尔森,1643,3,101001;1,10401;20101;20201;20301;20401;40102;40301;40402,3,0,24,1543
417,科瑞马尔茨,1615,5,101001;1,10302;10401;20101;20201;20301;40101;40301;40402,12,2,42,1515
418,妮可-b,1638,3,101001;1,10102;10201;10301;10401;20101;20201;40403,10,0,20,1538
419,I笆笆拉,1657,5,101001;1,10201;20101;40102;40201;40405,14,3,43,1557
420,露丝曼迪,1605,1,101001;1,10102;10302;10401;20101;20401;40403,1,3,28,1505
421,兰特坎伯兰,1687,1,101001;1,10101;10301;20301;20401;40101;40201;40404,17,2,42,1587
422,琳艾狄生,1623,4,101001;1,10102;10302;20101;20401;40101;40201;40301;40401,4,2,36,1523
423,艾莉奥琳娜,1618,3,101001;1,10102;10302;20101;40102;40301;40402,4,2,34,1518
424,斯蒂伯克利,1633,3,101001;1,10301;20101;20301;40102;40301;40404,1,3,32,1533
425,米娅哈里,1651,3,101001;1,10101;10301;10401;20101;20201;20401;40101;40301;40402,12,3,44,1551
426,黛比-p,1680,4,101001;1,10201;10302;10401;20101;20201;20401;40102;40201,1,2,21,1580
427,S-赫德森,1653,1,101001;1,10201;10302;10401;20101;20201;40102;40301;40401,1,0,29,1553
428,丽娜金斯利,1641,5,101001;1,10102;10201;10302;20102;20201;20301;40101,17,0,32,1541
429,罗琳杰克,1643,5,101001;1,10102;10201;10302;10401;20102;20301;20401,7,2,25,1543
430,奥琳汉弗莱,1633,1,101001;1,10102;10201;20102;20201;20301;40201;40402,16,0,40,1533
431,艾莉莎拉,1690,5,101001;1,10101;10201;10401;20102;20301;40201;40403,8,0,40,1590
432,拉范妮,1683,4,101001;1,10401;20102;20301;20401;40101;40201;40301;40402,15,3,42,1583
433,曼达卡罗琳,1693,1,101001;1,10302;20101;20201;20301;20401;40301;40403,15,1,24,1593
434,A-罗吉尔,1633,4,101001;1,10101;10201;10301;20102;20301;20401;40101;40201;40401,16,0,48,1533
435,白羊贝克,1694,5,101001;1,10102;10201;10301;20201;20301;40102;40201;40401,13,2,39,1594
436,凯瑟桑德拉,1662,4,101001;1,10301;10401;20201;40101;40201;40301;40404,13,0,23,1562
437,朱娅克雷吉,1620,3,101001;1,10101;10201;10302;20201;40101;40404,15,1,34,1520
438,D-琼,1695,5,101001;1,10101;10201;10302;20201;40101;40201;40301;40402,3,2,23,1595
439,贝亚夏洛特,1656,4,101001;1,10201;10301;10401;20102;20201;20401;40102;40201,15,3,48,1556
440,安娜骚塞,1641,5,101001;1,10102;10201;20102;20301;40101;40301;40402,1,1,20,1541
441,贝拉弗雷德,1677,5,101001;1,10102;20201;20301;40101;40201;40301;40403,5,2,36,1577
442,希亚劳,1644,2,101001;1,10101;10201;10302;20301;20401;40102;40201;40301,16,0,44,1544
443,G-莫姆,1680,3,101001;1,10302;20102;20201;20301;20401;40102;40201,17,3,48,1580
444,菲比斯威特,1653,2,101001;1,10102;10301;20201;20301;20401;40102;40201;40401,11,3,26,1553
445,乔林凯利,1660,2,101001;1,10102;10301;10401;20101;20201;20301;40102;40201,12,1,28,1560
446,昆蒂莫里斯,1682,3,101001;1,10301;20102;20301;40102;40201;40301;40402,11,1,38,1582
447,波莉波琳,1602,1,101001;1,10101;10302;10401;20301;40201;40404,2,2,24,1502
448,艾丽凯瑟琳,1641,5,101001;1,10101;10302;10401;20101;20301;20401;40102;40201,2,1,27,1541
449,安琪爱得拉,1682,3,101001;1,10101;10201;10301;20101;20401;40101;40301;40403,7,0,48,1582
450,梅米米尔恩,1632,1,101001;1,10201;10301;10401;20102;20301;20401;40102;40201,17,3,31,1532
451,杜拉拉尔夫,1617,5,101001;1,10102;10201;10302;10401;20101;20301;40301;40401,12,0,29,1517
452,斯蒂赫德森,1605,3,101001;1,10101;10201;10401;20102;20201;20401;40102;40201,16,3,46,1505
453,旺达乔丹,1613,2,101001;1,10401;20101;40407,10,1,29,1513
454,凯西埃丝特,1633,5,101001;1,10302;10401;20201;20401;40301;40404,14,1,47,1533
455,雅典霍勒斯,1691,1,101001;1,10301;20101;20201;20301;20401;40201;40404,12,0,25,1591
456,艾瑞耶尔,1615,3,101001;1,10101;10201;10301;20301;20401;40301;40404,4,3,43,1515
457,贝亚凯佩尔,1647,4,101001;1,10101;10201;10401;20101;20201;20301;20401;40101;40201;40301,14,1,41,1547
458,斯多露西妮,1610,4,101001;1,10101;10201;10301;20201;20401;40101;40301;40403,18,2,32,1510
459,约瑟基普林,1641,4,101001;1,10102;10201;10301;20101;40201;40404,12,0,34,1541
460,贝拉罗伯特,1698,4,101001;1,10201;10302;20102;20201;20301;20401;40101;40301,15,1,20,1598
461,绮丽菲利蒙,1645,3,101001;1,10101;20102;20401;40102;40201;40403,16,1,26,1545
462,B-达芙妮,1612,5,101001;1,10302;20201;20301;40201;40405,11,1,27,1512
463,昆蒂劳,1694,1,101001;1,10302;10401;20102;20201;20301;20401;40101;40401,17,2,31,1594
464,苏珊莫尔顿,1662,3,101001;1,10201;20201;20301;20401;40101;40201;40404,13,1,20,1562
465,南茜诺思,1667,3,101001;1,10101;10201;10301;10401;20201;20301;40404,10,2,45,1567
466,康斯拉斯金,1611,1,101001;1,10102;10302;10401;20102;20201;20301;40101,2,3,27,1511
467,S-陶特,1644,5,101001;1,10201;10301;20102;20201;40301;40404,10,2,32,1544
468,莉雅基蒂,1616,4,101001;1,10101;10302;10401;20101;20201;20301;20401;40101;40401,9,1,48,1516
469,塞丽辛西亚,1663,5,101001;1,10102;10201;10301;20102;20401;40403,14,2,24,1563
470,薇丹尼尔,1693,4,101001;1,10102;20201;20301;20401;40101;40201;40403,1,3,36,1593
471,维姬昆蒂娜,1605,1,101001;1,10102;20101;20201;20301;40102;40201;40402,11,3,24,1505
472,柏妮亚历克,1692,2,101001;1,10302;20102;20201;20401;40201;40301;40402,11,1,28,1592
473,瑞娅基托,1692,3,101001;1,10102;10201;10302;20101;20301;20401;40402,2,0,35,1592
474,莉亚伦敦,1675,4,101001;1,10401;20102;20201;20401;40201;40404,17,3,38,1575
475,克洛-b,1611,1,101001;1,10101;20101;20201;20301;20401;40201;40301;40403,5,0,45,1511
476,爱葛伊妮德,1643,2,101001;1,10102;10302;20102;20201;20301;20401;40101,2,1,42,1543
477,艾丝庇古,1634,1,101001;1,10101;10201;10301;20301;20401;40102;40301;40402,8,0,47,1534
478,莱德-h,1645,5,101001;1,10201;10302;10401;20201;40201;40404,14,0,21,1545
479,天平德.昆西,1636,4,101001;1,10102;10301;10401;20102;20301;20401;40102,7,1,49,1536
480,薇安克兰,1695,4,101001;1,10101;10302;20102;20301;40102;40201;40401,13,1,43,1595
481,莉娜理查兹,1694,2,101001;1,10101;10201;10302;20102;20301;20401;40101;40301,1,0,34,1594
482,埃莉-g,1632,3,101001;1,10102;10201;20101;20201;20301;40101;40201;40301;40401,14,1,45,1532
483,迪丝休斯敦,1640,3,101001;1,10101;10401;20102;20201;20401;40102;40201;40301,8,2,45,1540
484,C-凯洛格,1634,1,101001;1,10102;10302;20102;20201;40301;40402,9,1,25,1534
485,艾米迪克,1682,3,101001;1,10302;10401;20102;20301;20401;40301;40402,6,2,46,1582
486,希拉阿利克,1693,5,101001;1,10101;20201;40102;40406,4,3,21,1593
487,伦达怀特海,1661,4,101001;1,10101;10301;20201;20401;40201;40301;40404,17,0,49,1561
488,纳斯-g,1634,3,101001;1,10302;10401;40101;40201;40301;40404,13,2,24,1534
489,凯罗皮古,1607,5,101001;1,10102;10201;10301;20102;40102;40301;40401,6,3,27,1507
490,格罗威尔逊,1643,4,101001;1,10102;10201;10302;20101;20201;40102;40201,9,2,47,1543
491,爱莎威尔,1676,2,101001;1,10102;10301;20101;20201;20301;40102;40201;40401,10,2,41,1576
492,玛米佩格,1617,4,101001;1,10101;10201;10401;20101;20201;20401;40101;40201;40301;40401,11,2,24,1517
493,吉莉雷蒙德,1601,1,101001;1,10102;10302;20101;20201;20401;40301;40402,15,1,39,1501
494,艾莉迪肯斯,1603,5,101001;1,10201;10302;20102;20201;20401;40403,18,3,26,1503
495,温妮-y,1620,2,101001;1,10102;10201;10302;10401;20102;20201;20301,2,2,27,1520
496,P格瑞塔,1622,3,101001;1,10101;10201;10301;10401;20102;20401;40102;40201,9,1,28,1522
497,塔茜法斯特,1664,2,101001;1,10302;20101;20401;40406,13,2,35,1564
498,达茜阿芙拉,1700,1,101001;1,10101;10301;20201;40102;40405,9,1,40,1600
499,梅琳杜勒斯,1635,5,101001;1,10101;10201;10302;10401;20101;20401;40201;40402,7,2,40,1535
500,可妮邓洛普,1699,1,101001;1,10101;10301;10401;20101;20401;40101;40201;40403,9,1,29,1599
501,格温邓洛普,1637,1,101001;1,10101;10201;10301;10401;20101;40405,1,2,36,1537
502,艾达塞琳娜,1604,3,101001;1,10302;20101;20201;20301;40101;40201;40301;40402,16,0,48,1504
503,萨布劳里,1698,1,101001;1,10102;10201;10301;20201;20301;40102;40201;40301,18,3,34,1598
504,克里丽贝卡,1652,5,101001;1,10102;10301;10401;20101;40101;40201;40403,10,0,37,1552
505,阿德朱莉娅,1659,3,101001;1,10201;10301;20101;20301;40102;40201;40301;40402,5,1,22,1559
506,笆d,1649,2,101001;1,10102;10201;10302;20101;20301;20401;40101;40201,3,1,39,1549
507,格塔贾尔斯,1654,3,101001;1,10102;10301;20102;20201;20401;40101;40402,11,2,49,1554
508,旺达阿曼达,1638,4,101001;1,10102;10201;10301;10401;20102;20301;20401;40201,3,1,45,1538
509,奥琳内利,1692,5,101001;1,10102;10302;10401;20101;40201;40301;40402,16,3,45,1592
510,艾达约翰逊,1686,4,101001;1,10101;10401;20101;20301;40406,15,1,28,1586
511,奥琳罗斯金,1639,4,101001;1,10101;10301;10401;20102;20201;40201;40403,14,2,32,1539
512,希亚安伯,1626,5,101001;1,10101;10302;10401;20102;20201;20401;40101;40401,3,1,22,1526
513,卡萝盖伊,1612,5,101001;1,10102;10201;10301;10401;20102;20201;20301;40102,12,1,37,1512
514,莉莲尤杜拉,1684,2,101001;1,10102;10401;20101;20201;20301;40101;40301;40402,1,0,36,1584
515,弗郎艾许莉,1602,5,101001;1,10101;10201;10301;10401;20101;40101;40301;40403,1,1,20,1502
516,黛比阿维娃,1666,5,101001;1,10301;10401;20101;40201;40406,9,1,40,1566
517,苔丝旺达,1665,2,101001;1,10102;10201;10301;10401;20201;20301;40102;40401,17,1,31,1565
518,艾咪r,1659,5,101001;1,10302;10401;20102;20201;40201;40301;40402,13,2,24,1559
519,芬妮鲍曼,1691,4,101001;1,10101;10201;10301;10401;20102;20301;40301;40402,12,3,24,1591
520,朱迪沃德,1689,4,101001;1,10102;10201;10302;20101;20201;40403,17,0,48,1589
521,坎蒂凯西,1669,3,101001;1,10102;10201;10401;20101;20301;40101;40201;40402,3,0,42,1569
522,艾莉哈该,1604,3,101001;1,10101;10201;20102;20201;20301;40102;40301;40401,1,1,42,1504
523,爱勒理查,1628,4,101001;1,10102;10302;10401;20101;20201;20301;20401;40201,17,1,34,1528
524,里尔雅典娜,1605,1,101001;1,10102;10301;20101;20201;40102;40403,7,3,40,1505
525,妮可伊妮德,1641,4,101001;1,10101;10201;10302;20102;20401;40101;40301;40401,1,1,46,1541
526,卡米夏洛特,1649,1,101001;1,10101;10301;20102;20201;20301;20401;40101;40402,3,1,34,1549
527,N刘易斯,1653,1,101001;1,10302;20101;20201;40102;40301;40403,15,1,26,1553
528,N-佩蒂,1687,3,101001;1,10201;10302;10401;20201;20401;40201;40403,18,1,35,1587
529,卡洛卡蜜拉,1633,3,101001;1,10102;40101;40201;40406,12,1,34,1533
530,艾丝夏洛蒂,1699,3,101001;1,10101;10302;10401;20101;20201;20401;40102;40301,11,3,47,1599
531,J霍雷肖,1672,4,101001;1,10102;10201;20201;40101;40405,12,0,30,1572
532,苔米伯纳德,1611,3,101001;1,10102;10201;10302;10401;20101;20301;40101;40201,16,3,27,1511
533,格拉索菲,1663,2,101001;1,10102;10302;20201;40102;40301;40402,5,3,29,1563
534,布丽奥卡西,1652,3,101001;1,10201;20101;20201;20401;40101;40301;40404,10,2,20,1552
535,德卡菲利蒙,1652,1,101001;1,10302;10401;20102;20301;40101;40403,16,1,32,1552
536,科拉休斯敦,1689,1,101001;1,10101;10201;10301;10401;20102;20201;20301;20401;40401,18,2,28,1589
537,贝芙∨蕝式、,1641,3,101001;1,10102;10301;10401;20102;20401;40101;40201;40401,10,2,38,1541
538,雪丽苏拉,1674,4,101001;1,10101;20101;20401;40101;40201;40405,6,3,31,1574
539,K-莫特利,1657,3,101001;1,10102;10302;20102;20201;20401;40101;40201,13,3,26,1557
540,达莫尔斯,1635,3,101001;1,10201;10301;20201;20301;20401;40101;40201;40403,16,0,48,1535
541,贝拉劳森,1605,1,101001;1,10101;10301;40101;40201;40406,3,1,31,1505
542,埃莉刘易斯,1652,4,101001;1,10102;10301;20101;20301;20401;40102;40201;40301,12,1,47,1552
543,Aa,1683,2,101001;1,10101;10301;10401;40101;40301;40405,11,0,33,1583
544,丽娜李科克,1609,3,101001;1,10101;10401;20102;20201;20401;40101;40201;40301;40401,18,3,40,1509
545,珍妮贝蒂,1667,3,101001;1,10102;10302;20101;40102;40201;40402,6,0,40,1567
546,玛莎怀尔德,1691,1,101001;1,10102;10401;20201;40101;40405,4,0,26,1591
547,薇爱丽丝,1663,2,101001;1,10102;10302;20201;20301;20401;40102;40301,17,1,42,1563
548,爱丽伦敦,1662,2,101001;1,10102;20101;20301;40102;40301;40403,10,0,42,1562
549,琪碧翠丝,1699,2,101001;1,10102;10201;20102;40405,4,3,45,1599
550,蒂丝a,1633,2,101001;1,10102;10201;20102;20401;40201;40301;40402,16,0,23,1533
551,雪丽劳埃德,1633,4,101001;1,10102;10301;10401;20101;20201;40102;40301;40401,4,0,20,1533
552,贝琪凯西,1661,2,101001;1,10102;10301;20101;20201;20301;20401;40101;40201;40301,14,3,22,1561
553,笆坦普尔,1669,1,101001;1,10401;20102;20201;20401;40102;40201;40301;40401,4,3,24,1569
554,维多亨利,1653,2,101001;1,10102;10301;10401;20201;20401;40301;40403,3,2,33,1553
555,亚桑彭斯,1665,3,101001;1,20101;40301;40407,9,2,43,1565
556,R戈斯,1621,2,101001;1,10102;10201;20201;20301;20401;40102;40301;40401,5,1,34,1521
557,尤莱泰勒,1653,4,101001;1,10102;20201;20301;40102;40301;40403,13,1,29,1553
558,林恩维布伦,1697,4,101001;1,10102;10201;10302;20201;20401;40201;40402,5,1,40,1597
559,可妮利齐,1608,2,101001;1,10101;10201;10301;10401;20102;20401;40101;40201;40401,17,2,36,1508
560,戴茜贝洛克,1650,4,101001;1,10101;10201;10401;20101;20201;40102;40201;40402,3,0,43,1550
561,殇づ黛安娜,1644,4,101001;1,10201;10301;20102;20201;20301;40102;40301;40401,7,1,44,1544
562,F-戴维,1674,1,101001;1,10101;10201;10301;20102;20301;20401;40102;40201,18,3,37,1574
563,玛莎福斯特,1610,5,101001;1,10101;10302;10401;20201;40405,12,3,37,1510
564,米里罗宾斯,1624,4,101001;1,10301;10401;40102;40301;40405,10,3,35,1524
565,瑞丝帕尔默,1645,4,101001;1,10201;40301;40407,15,0,22,1545
566,丝塔伊夫,1645,3,101001;1,10102;10302;10401;20301;20401;40201;40402,12,0,26,1545
567,柯拉伊妮德,1603,1,101001;1,10102;10201;10301;20101;40102;40201;40301;40401,4,0,40,1503
568,柏莎莉莲,1667,5,101001;1,10201;10301;10401;20101;20201;20301;40101;40201;40301;40401,5,2,33,1567
569,基塔安伯,1642,2,101001;1,10101;10201;10302;10401;20101;20201;40102;40301,5,1,48,1542
570,丽塔肯尼迪,1671,1,101001;1,10201;10401;20201;20301;40102;40201;40403,14,1,22,1571
571,艾米史蒂芬,1637,4,101001;1,10201;10401;20102;20201;20301;40102;40201;40401,8,0,46,1537
572,艾咪汉森,1600,2,101001;1,10101;10201;10301;20301;20401;40102;40301;40402,3,0,44,1500
573,杰西克洛怡,1679,4,101001;1,10101;10301;10401;20301;20401;40102;40301;40402,6,1,49,1579
574,爱丝j,1612,1,101001;1,10101;10201;10301;10401;20102;20201;20301;20401;40101,4,0,45,1512
575,B纽曼,1615,5,101001;1,10102;10201;10302;10401;20102;20201;20301,10,0,31,1515
576,殇づ克洛宁,1663,3,101001;1,10101;20301;20401;40101;40406,1,2,25,1563
577,德卡雷切尔,1602,1,101001;1,10201;10302;10401;20102;20201;20401;40201;40401,10,1,40,1502
578,薇霍雷肖,1641,5,101001;1,10102;10201;10401;20201;20301;20401;40101;40402,3,1,34,1541
579,白羊朗伯,1647,4,101001;1,10302;10401;20101;20201;20301;40101;40403,11,2,27,1547
580,康妮霍奇,1601,2,101001;1,10102;10201;20102;20201;40404,13,1,21,1501
581,艾丽紸锭,1696,4,101001;1,10301;10401;20102;20401;40101;40404,10,3,46,1596
582,摩羯霍奇森,1609,1,101001;1,10101;20102;20401;40101;40301;40404,8,2,26,1509
583,安妮潘西,1646,5,101001;1,10302;10401;20102;20201;20301;40201;40301;40401,17,0,28,1546
584,基蒂庇古,1655,3,101001;1,10201;10302;10401;20102;20301;40201;40301;40401,15,2,49,1555
585,迪娅伊凡,1617,5,101001;1,10302;10401;20201;40406,14,3,30,1517
586,雪莉-f,1641,4,101001;1,10301;20201;20401;40201;40406,16,0,49,1541
587,艾咪诺拉,1669,5,101001;1,10101;20102;20401;40102;40301;40403,7,3,26,1569
588,奥萝莎伦,1669,1,101001;1,10101;20201;20301;40101;40201;40405,5,2,48,1569
589,G亚莉克,1654,5,101001;1,10102;10301;10401;20101;20301;20401;40102;40201,8,2,20,1554
590,伦达波利,1656,3,101001;1,10101;10201;20101;20301;40101;40201;40301;40403,15,1,45,1556
591,Z-d,1663,4,101001;1,10102;10201;10301;20101;20201;20301;20401;40102,15,0,26,1563
592,德拉图尔斯,1605,2,101001;1,10102;10201;10302;20102;20201;40102,13,1,40,1505
593,卡洛-j,1610,1,101001;1,10101;10301;10401;20102;20201;20301;20401;40101;40201,9,3,40,1510
594,布莱o,1614,1,101001;1,10102;10201;10401;20102;40404,13,2,22,1514
595,卡特特莉萨,1693,5,101001;1,10301;20102;20201;20301;20401;40101;40301;40402,18,1,47,1593
596,艾玛库珀,1650,5,101001;1,10101;10201;10301;10401;20102;20401;40201;40402,9,0,35,1550
597,德洛a,1673,1,101001;1,10102;20101;40101;40406,10,2,39,1573
598,埃莉雅典娜,1687,5,101001;1,10102;10201;10302;10401;20102;20201;20301,11,0,38,1587
599,詹米雪莱,1638,5,101001;1,10101;10301;20401;40101;40201;40405,6,1,36,1538
600,埃莉奎勒,1616,3,101001;1,10102;10302;10401;20301;40201;40301;40402,17,3,46,1516
601,布莱梅甘,1619,1,101001;1,10301;10401;20401;40301;40406,8,2,29,1519
602,艾丝康芒斯,1674,3,101001;1,10201;10401;20102;20201;20401;40102;40201;40301,6,3,33,1574
603,纳斯布莱兹,1655,3,101001;1,10101;10401;20201;20301;40102;40404,13,1,34,1555
604,艾丝菲尔德,1626,4,101001;1,10302;20101;20301;40101;40405,7,3,37,1526
605,白羊马尔茨,1674,5,101001;1,10102;10201;10301;10401;20102;20201;20301;40101,14,3,47,1574
606,苏珊埃尔莎,1647,5,101001;1,10201;10302;20102;20301;20401;40101;40201;40301,13,3,34,1547
607,N-兰登,1627,3,101001;1,10101;10201;20101;20201;40101;40201;40301;40403,16,2,24,1527
608,曼达p,1602,5,101001;1,10102;10301;20101;20201;20301;40102;40201;40301,11,2,42,1502
609,塔娅卡瑞娜,1655,1,101001;1,10101;10201;20201;20301;40406,5,0,46,1555
610,西尔杰弗里,1646,4,101001;1,10401;20201;20301;20401;40101;40301;40404,6,2,44,1546
611,M-夏洛特,1673,1,101001;1,10102;10302;20102;20301;20401;40102,13,0,20,1573
612,贝基-r,1606,4,101001;1,10102;10201;20101;40101;40201;40404,18,0,30,1506
613,卡桑林德,1620,5,101001;1,10101;10201;10302;10401;20101;20301;40201;40402,1,3,34,1520
614,吉娜赫斯特,1687,2,101001;1,10101;10401;40102;40406,9,2,45,1587
615,艾莉玛丽,1663,2,101001;1,10201;10301;20401;40101;40406,7,2,27,1563
616,Z-约瑟芬,1622,3,101001;1,10102;10201;20301;20401;40201;40301;40403,2,0,20,1522
617,凯茜朱利安,1648,3,101001;1,10102;10201;40102;40301;40404,8,1,25,1548
618,米歇庞德,1621,1,101001;1,10302;10401;20101;20401;40102;40201;40301;40401,2,3,30,1521
619,克里徊忆,1667,4,101001;1,10102;10201;10301;10401;20102;20201;20401;40201,17,0,32,1567
620,科瑞尼古拉,1603,1,101001;1,10101;10401;20102;40101;40301;40404,15,0,43,1503
621,邦妮索锡,1689,4,101001;1,10101;10201;20102;40406,4,3,40,1589
622,蜜拉-k,1669,2,101001;1,10102;10301;20101;20201;20401;40102;40201;40401,16,1,26,1569
623,莉亚海明威,1689,1,101001;1,10301;20102;20201;20301;20401;40404,17,1,37,1589
624,萨妮特莉萨,1627,2,101001;1,10102;10302;20102;20401;40102;40201,16,3,29,1527
625,奥琳波莉,1654,3,101001;1,10101;10201;10301;10401;20102;20201;20301;20401;40101,3,3,48,1554
626,雪丽-o,1680,5,101001;1,10102;10201;10302;10401;20101;20201;20401;40201,4,3,43,1580
627,米莉普里特,1651,1,101001;1,10301;10401;20101;20301;40101;40201;40404,15,0,36,1551
628,塔基茨,1648,5,101001;1,10102;10302;10401;20102;20301;40101;40301,13,1,42,1548
